SUBDIVISION,YEAR,QUARTER,TERRAIN,PREDICTED_PRECIPITATION
HARYANA DELHI & CHANDIGARH,2025,Jan-Feb,Plain-land,1.5426254272460938
HARYANA DELHI & CHANDIGARH,2025,Jun-Sep,Plain-land,702.5862426757812
HARYANA DELHI & CHANDIGARH,2025,Mar-May,Plain-land,58.59865951538086
HARYANA DELHI & CHANDIGARH,2025,Oct-Dec,Plain-land,31.908540725708008
HIMACHAL PRADESH,2025,Jan-Feb,Hilly,64.21150207519531
HIMACHAL PRADESH,2025,Jun-Sep,Hilly,862.5032348632812
HIMACHAL PRADESH,2025,Mar-May,Hilly,205.6014404296875
HIMACHAL PRADESH,2025,Oct-Dec,Hilly,93.37980651855469
JAMMU & KASHMIR,2025,Jan-Feb,Hilly,63.773704528808594
JAMMU & KASHMIR,2025,Jun-Sep,Hilly,837.3778076171875
JAMMU & KASHMIR,2025,Mar-May,Hilly,206.0941925048828
JAMMU & KASHMIR,2025,Oct-Dec,Hilly,95.69414520263672
JHARKHAND,2025,Jan-Feb,Forest,53.96027374267578
JHARKHAND,2025,Jun-Sep,Forest,861.9993896484375
JHARKHAND,2025,Mar-May,Forest,185.31639099121094
JHARKHAND,2025,Oct-Dec,Forest,99.31324005126953
KERALA,2025,Jan-Feb,Coastal,13.137123107910156
KERALA,2025,Jun-Sep,Coastal,1094.130859375
KERALA,2025,Mar-May,Coastal,148.92471313476562
KERALA,2025,Oct-Dec,Coastal,187.9218292236328
MADHYA MAHARASHTRA,2025,Jan-Feb,Plain-land,6.707826137542725
MADHYA MAHARASHTRA,2025,Jun-Sep,Plain-land,647.5631103515625
MADHYA MAHARASHTRA,2025,Mar-May,Plain-land,47.830970764160156
MADHYA MAHARASHTRA,2025,Oct-Dec,Plain-land,36.665771484375
NAGA MANI MIZO TRIPURA,2025,Jan-Feb,Hilly,58.79324722290039
NAGA MANI MIZO TRIPURA,2025,Jun-Sep,Hilly,786.8524169921875
NAGA MANI MIZO TRIPURA,2025,Mar-May,Hilly,203.6888885498047
NAGA MANI MIZO TRIPURA,2025,Oct-Dec,Hilly,98.7562484741211
NORTH INTERIOR KARNATAKA,2025,Jan-Feb,Coastal,13.724638938903809
NORTH INTERIOR KARNATAKA,2025,Jun-Sep,Coastal,969.3670043945312
NORTH INTERIOR KARNATAKA,2025,Mar-May,Coastal,154.09519958496094
NORTH INTERIOR KARNATAKA,2025,Oct-Dec,Coastal,170.1711883544922
ORISSA,2025,Jan-Feb,Coastal,14.301501274108887
ORISSA,2025,Jun-Sep,Coastal,937.1944580078125
ORISSA,2025,Mar-May,Coastal,151.93844604492188
ORISSA,2025,Oct-Dec,Coastal,165.02359008789062
PUNJAB,2025,Jan-Feb,Plain-land,7.353399753570557
PUNJAB,2025,Jun-Sep,Plain-land,610.676513671875
PUNJAB,2025,Mar-May,Plain-land,34.244422912597656
PUNJAB,2025,Oct-Dec,Plain-land,50.334136962890625
SOUTH INTERIOR KARNATAKA,2025,Jan-Feb,Coastal,13.22517204284668
SOUTH INTERIOR KARNATAKA,2025,Jun-Sep,Coastal,889.6189575195312
SOUTH INTERIOR KARNATAKA,2025,Mar-May,Coastal,144.76873779296875
SOUTH INTERIOR KARNATAKA,2025,Oct-Dec,Coastal,155.90304565429688
SUB HIMALAYAN WEST BENGAL & SIKKIM,2025,Jan-Feb,Hilly,52.33910369873047
SUB HIMALAYAN WEST BENGAL & SIKKIM,2025,Jun-Sep,Hilly,738.001220703125
SUB HIMALAYAN WEST BENGAL & SIKKIM,2025,Mar-May,Hilly,183.77987670898438
SUB HIMALAYAN WEST BENGAL & SIKKIM,2025,Oct-Dec,Hilly,116.6281967163086
TAMIL NADU,2025,Jan-Feb,Hilly/coastal,47.38407897949219
TAMIL NADU,2025,Jun-Sep,Hilly/coastal,693.539794921875
TAMIL NADU,2025,Mar-May,Hilly/coastal,139.298583984375
TAMIL NADU,2025,Oct-Dec,Hilly/coastal,134.4921112060547
TELANGANA,2025,Jan-Feb,Hilly/plain,39.41514587402344
TELANGANA,2025,Jun-Sep,Hilly/plain,650.310791015625
TELANGANA,2025,Mar-May,Hilly/plain,96.4360580444336
TELANGANA,2025,Oct-Dec,Hilly/plain,118.80924224853516
UTTARAKHAND,2025,Jan-Feb,Hilly,49.734703063964844
UTTARAKHAND,2025,Jun-Sep,Hilly,700.9453125
UTTARAKHAND,2025,Mar-May,Hilly,168.08099365234375
UTTARAKHAND,2025,Oct-Dec,Hilly,130.31109619140625
WEST MADHYA PRADESH,2025,Jan-Feb,Plain-land,10.102240562438965
WEST MADHYA PRADESH,2025,Jun-Sep,Plain-land,563.563232421875
WEST MADHYA PRADESH,2025,Mar-May,Plain-land,34.093727111816406
WEST MADHYA PRADESH,2025,Oct-Dec,Plain-land,79.4841537475586
WEST RAJASTHAN,2025,Jan-Feb,Desert,15.108283042907715
WEST RAJASTHAN,2025,Jun-Sep,Desert,748.4490966796875
WEST RAJASTHAN,2025,Mar-May,Desert,135.95892333984375
WEST RAJASTHAN,2025,Oct-Dec,Desert,117.84339141845703
WEST UTTAR PRADESH,2025,Jan-Feb,Hilly,49.30417251586914
WEST UTTAR PRADESH,2025,Jun-Sep,Hilly,665.3092041015625
WEST UTTAR PRADESH,2025,Mar-May,Hilly,158.01132202148438
WEST UTTAR PRADESH,2025,Oct-Dec,Hilly,145.99720764160156
ANDAMAN & NICOBAR ISLANDS,2026,Jan-Feb,Island,95.34297180175781
ANDAMAN & NICOBAR ISLANDS,2026,Jun-Sep,Island,1206.34033203125
ANDAMAN & NICOBAR ISLANDS,2026,Mar-May,Island,431.3719482421875
ANDAMAN & NICOBAR ISLANDS,2026,Oct-Dec,Island,337.68133544921875
ARUNACHAL PRADESH,2026,Jan-Feb,Hilly,106.80315399169922
ARUNACHAL PRADESH,2026,Jun-Sep,Hilly,1374.4560546875
ARUNACHAL PRADESH,2026,Mar-May,Hilly,429.3730163574219
ARUNACHAL PRADESH,2026,Oct-Dec,Hilly,275.4270324707031
ASSAM & MEGHALAYA,2026,Jan-Feb,Hilly,74.28095245361328
ASSAM & MEGHALAYA,2026,Jun-Sep,Hilly,1327.552734375
ASSAM & MEGHALAYA,2026,Mar-May,Hilly,389.57391357421875
ASSAM & MEGHALAYA,2026,Oct-Dec,Hilly,231.3349609375
BIHAR,2026,Jan-Feb,Plain-land,13.020206451416016
BIHAR,2026,Jun-Sep,Plain-land,997.103759765625
BIHAR,2026,Mar-May,Plain-land,239.445556640625
BIHAR,2026,Oct-Dec,Plain-land,180.29010009765625
CHHATTISGARH,2026,Jan-Feb,Hilly,40.58595275878906
CHHATTISGARH,2026,Jun-Sep,Hilly,1233.7467041015625
CHHATTISGARH,2026,Mar-May,Hilly,312.7237243652344
CHHATTISGARH,2026,Oct-Dec,Hilly,146.5654754638672
COASTAL ANDHRA PRADESH,2026,Jan-Feb,Coastal,15.846820831298828
COASTAL ANDHRA PRADESH,2026,Jun-Sep,Coastal,1608.3800048828125
COASTAL ANDHRA PRADESH,2026,Mar-May,Coastal,209.57568359375
COASTAL ANDHRA PRADESH,2026,Oct-Dec,Coastal,260.81689453125
COASTAL KARNATAKA,2026,Jan-Feb,Coastal,9.2731351852417
COASTAL KARNATAKA,2026,Jun-Sep,Coastal,1562.680908203125
COASTAL KARNATAKA,2026,Mar-May,Coastal,184.18612670898438
COASTAL KARNATAKA,2026,Oct-Dec,Coastal,240.53665161132812
EAST MADHYA PRADESH,2026,Jan-Feb,Everything,26.56767463684082
EAST MADHYA PRADESH,2026,Jun-Sep,Everything,1232.4583740234375
EAST MADHYA PRADESH,2026,Mar-May,Everything,169.75039672851562
EAST MADHYA PRADESH,2026,Oct-Dec,Everything,76.16877746582031
EAST RAJASTHAN,2026,Jan-Feb,Desert,7.62761926651001
EAST RAJASTHAN,2026,Jun-Sep,Desert,1329.36767578125
EAST RAJASTHAN,2026,Mar-May,Desert,135.39138793945312
EAST RAJASTHAN,2026,Oct-Dec,Desert,121.43790435791016
EAST UTTAR PRADESH,2026,Jan-Feb,Rugged,0.22083419561386108
EAST UTTAR PRADESH,2026,Jun-Sep,Rugged,721.1519775390625
EAST UTTAR PRADESH,2026,Mar-May,Rugged,42.92307662963867
EAST UTTAR PRADESH,2026,Oct-Dec,Rugged,23.492538452148438
GANGETIC WEST BENGAL,2026,Jan-Feb,Coastal-plateau,6.507660388946533
GANGETIC WEST BENGAL,2026,Jun-Sep,Coastal-plateau,1309.511962890625
GANGETIC WEST BENGAL,2026,Mar-May,Coastal-plateau,126.56336212158203
GANGETIC WEST BENGAL,2026,Oct-Dec,Coastal-plateau,157.09642028808594
GUJARAT REGION,2026,Jan-Feb,Desert/marsh,28.032014846801758
GUJARAT REGION,2026,Jun-Sep,Desert/marsh,1123.9658203125
GUJARAT REGION,2026,Mar-May,Desert/marsh,135.47222900390625
GUJARAT REGION,2026,Oct-Dec,Desert/marsh,92.8176040649414
HARYANA DELHI & CHANDIGARH,2026,Jan-Feb,Plain-land,1.5631353855133057
HARYANA DELHI & CHANDIGARH,2026,Jun-Sep,Plain-land,702.4999389648438
HARYANA DELHI & CHANDIGARH,2026,Mar-May,Plain-land,59.99201202392578
HARYANA DELHI & CHANDIGARH,2026,Oct-Dec,Plain-land,33.49574661254883
HIMACHAL PRADESH,2026,Jan-Feb,Hilly,64.3241195678711
HIMACHAL PRADESH,2026,Jun-Sep,Hilly,861.4031982421875
HIMACHAL PRADESH,2026,Mar-May,Hilly,206.77017211914062
HIMACHAL PRADESH,2026,Oct-Dec,Hilly,94.17914581298828
JAMMU & KASHMIR,2026,Jan-Feb,Hilly,63.89725112915039
JAMMU & KASHMIR,2026,Jun-Sep,Hilly,836.33837890625
JAMMU & KASHMIR,2026,Mar-May,Hilly,206.86196899414062
JAMMU & KASHMIR,2026,Oct-Dec,Hilly,96.62614440917969
JHARKHAND,2026,Jan-Feb,Forest,54.001808166503906
JHARKHAND,2026,Jun-Sep,Forest,860.2389526367188
JHARKHAND,2026,Mar-May,Forest,186.1861114501953
JHARKHAND,2026,Oct-Dec,Forest,100.48809814453125
KERALA,2026,Jan-Feb,Coastal,13.707948684692383
KERALA,2026,Jun-Sep,Coastal,1092.0797119140625
KERALA,2026,Mar-May,Coastal,150.2373046875
KERALA,2026,Oct-Dec,Coastal,188.51144409179688
MADHYA MAHARASHTRA,2026,Jan-Feb,Plain-land,6.927489280700684
MADHYA MAHARASHTRA,2026,Jun-Sep,Plain-land,646.4639892578125
MADHYA MAHARASHTRA,2026,Mar-May,Plain-land,49.170841217041016
MADHYA MAHARASHTRA,2026,Oct-Dec,Plain-land,37.168907165527344
NAGA MANI MIZO TRIPURA,2026,Jan-Feb,Hilly,58.99442672729492
NAGA MANI MIZO TRIPURA,2026,Jun-Sep,Hilly,785.6110229492188
NAGA MANI MIZO TRIPURA,2026,Mar-May,Hilly,204.28329467773438
NAGA MANI MIZO TRIPURA,2026,Oct-Dec,Hilly,99.67406463623047
NORTH INTERIOR KARNATAKA,2026,Jan-Feb,Coastal,14.030035972595215
NORTH INTERIOR KARNATAKA,2026,Jun-Sep,Coastal,967.77294921875
NORTH INTERIOR KARNATAKA,2026,Mar-May,Coastal,155.45587158203125
NORTH INTERIOR KARNATAKA,2026,Oct-Dec,Coastal,171.04652404785156
ORISSA,2026,Jan-Feb,Coastal,14.561026573181152
ORISSA,2026,Jun-Sep,Coastal,935.5718383789062
ORISSA,2026,Mar-May,Coastal,153.124267578125
ORISSA,2026,Oct-Dec,Coastal,165.85653686523438
PUNJAB,2026,Jan-Feb,Plain-land,7.729334354400635
PUNJAB,2026,Jun-Sep,Plain-land,609.5774536132812
PUNJAB,2026,Mar-May,Plain-land,35.47413635253906
PUNJAB,2026,Oct-Dec,Plain-land,50.67418670654297
SOUTH INTERIOR KARNATAKA,2026,Jan-Feb,Coastal,13.428559303283691
SOUTH INTERIOR KARNATAKA,2026,Jun-Sep,Coastal,887.7821655273438
SOUTH INTERIOR KARNATAKA,2026,Mar-May,Coastal,145.77001953125
SOUTH INTERIOR KARNATAKA,2026,Oct-Dec,Coastal,156.85523986816406
SUB HIMALAYAN WEST BENGAL & SIKKIM,2026,Jan-Feb,Hilly,52.57801818847656
SUB HIMALAYAN WEST BENGAL & SIKKIM,2026,Jun-Sep,Hilly,736.0746459960938
SUB HIMALAYAN WEST BENGAL & SIKKIM,2026,Mar-May,Hilly,184.35629272460938
SUB HIMALAYAN WEST BENGAL & SIKKIM,2026,Oct-Dec,Hilly,116.90092468261719
TAMIL NADU,2026,Jan-Feb,Hilly/coastal,47.750335693359375
TAMIL NADU,2026,Jun-Sep,Hilly/coastal,691.8756103515625
TAMIL NADU,2026,Mar-May,Hilly/coastal,140.33355712890625
TAMIL NADU,2026,Oct-Dec,Hilly/coastal,134.72369384765625
TELANGANA,2026,Jan-Feb,Hilly/plain,39.828895568847656
TELANGANA,2026,Jun-Sep,Hilly/plain,648.5689697265625
TELANGANA,2026,Mar-May,Hilly/plain,97.60614776611328
TELANGANA,2026,Oct-Dec,Hilly/plain,119.1553955078125
UTTARAKHAND,2026,Jan-Feb,Hilly,50.056854248046875
UTTARAKHAND,2026,Jun-Sep,Hilly,698.8126220703125
UTTARAKHAND,2026,Mar-May,Hilly,168.79721069335938
UTTARAKHAND,2026,Oct-Dec,Hilly,130.59860229492188
WEST MADHYA PRADESH,2026,Jan-Feb,Plain-land,10.548821449279785
WEST MADHYA PRADESH,2026,Jun-Sep,Plain-land,561.968994140625
WEST MADHYA PRADESH,2026,Mar-May,Plain-land,35.14338684082031
WEST MADHYA PRADESH,2026,Oct-Dec,Plain-land,79.68519592285156
WEST RAJASTHAN,2026,Jan-Feb,Desert,15.252020835876465
WEST RAJASTHAN,2026,Jun-Sep,Desert,746.8753662109375
WEST RAJASTHAN,2026,Mar-May,Desert,136.61209106445312
WEST RAJASTHAN,2026,Oct-Dec,Desert,118.31499481201172
WEST UTTAR PRADESH,2026,Jan-Feb,Hilly,49.640865325927734
WEST UTTAR PRADESH,2026,Jun-Sep,Hilly,663.71728515625
WEST UTTAR PRADESH,2026,Mar-May,Hilly,158.5298614501953
WEST UTTAR PRADESH,2026,Oct-Dec,Hilly,146.28562927246094
ANDAMAN & NICOBAR ISLANDS,2027,Jan-Feb,Island,97.234619140625
ANDAMAN & NICOBAR ISLANDS,2027,Jun-Sep,Island,1204.113037109375
ANDAMAN & NICOBAR ISLANDS,2027,Mar-May,Island,433.04931640625
ANDAMAN & NICOBAR ISLANDS,2027,Oct-Dec,Island,338.6160583496094
ARUNACHAL PRADESH,2027,Jan-Feb,Hilly,108.6805191040039
ARUNACHAL PRADESH,2027,Jun-Sep,Hilly,1371.568359375
ARUNACHAL PRADESH,2027,Mar-May,Hilly,430.3923034667969
ARUNACHAL PRADESH,2027,Oct-Dec,Hilly,276.4318542480469
ASSAM & MEGHALAYA,2027,Jan-Feb,Hilly,75.82958221435547
ASSAM & MEGHALAYA,2027,Jun-Sep,Hilly,1324.665283203125
ASSAM & MEGHALAYA,2027,Mar-May,Hilly,390.95648193359375
ASSAM & MEGHALAYA,2027,Oct-Dec,Hilly,232.39523315429688
BIHAR,2027,Jan-Feb,Plain-land,13.607297897338867
BIHAR,2027,Jun-Sep,Plain-land,996.9935302734375
BIHAR,2027,Mar-May,Plain-land,241.62225341796875
BIHAR,2027,Oct-Dec,Plain-land,181.89732360839844
CHHATTISGARH,2027,Jan-Feb,Hilly,41.35288619995117
CHHATTISGARH,2027,Jun-Sep,Hilly,1230.8590087890625
CHHATTISGARH,2027,Mar-May,Hilly,314.44384765625
CHHATTISGARH,2027,Oct-Dec,Hilly,147.72569274902344
COASTAL ANDHRA PRADESH,2027,Jan-Feb,Coastal,17.50885772705078
COASTAL ANDHRA PRADESH,2027,Jun-Sep,Coastal,1604.7598876953125
COASTAL ANDHRA PRADESH,2027,Mar-May,Coastal,212.0265350341797
COASTAL ANDHRA PRADESH,2027,Oct-Dec,Coastal,262.05059814453125
COASTAL KARNATAKA,2027,Jan-Feb,Coastal,10.625679969787598
COASTAL KARNATAKA,2027,Jun-Sep,Coastal,1558.940673828125
COASTAL KARNATAKA,2027,Mar-May,Coastal,186.1321258544922
COASTAL KARNATAKA,2027,Oct-Dec,Coastal,241.7476806640625
EAST MADHYA PRADESH,2027,Jan-Feb,Everything,27.09455108642578
EAST MADHYA PRADESH,2027,Jun-Sep,Everything,1229.657470703125
EAST MADHYA PRADESH,2027,Mar-May,Everything,171.50946044921875
EAST MADHYA PRADESH,2027,Oct-Dec,Everything,77.40093231201172
EAST RAJASTHAN,2027,Jan-Feb,Desert,8.349048614501953
EAST RAJASTHAN,2027,Jun-Sep,Desert,1326.2630615234375
EAST RAJASTHAN,2027,Mar-May,Desert,137.1718292236328
EAST RAJASTHAN,2027,Oct-Dec,Desert,122.85529327392578
EAST UTTAR PRADESH,2027,Jan-Feb,Rugged,0.21928167343139648
EAST UTTAR PRADESH,2027,Jun-Sep,Rugged,721.5054931640625
EAST UTTAR PRADESH,2027,Mar-May,Rugged,44.792057037353516
EAST UTTAR PRADESH,2027,Oct-Dec,Rugged,25.149484634399414
GANGETIC WEST BENGAL,2027,Jan-Feb,Coastal-plateau,7.084997653961182
GANGETIC WEST BENGAL,2027,Jun-Sep,Coastal-plateau,1306.260986328125
GANGETIC WEST BENGAL,2027,Mar-May,Coastal-plateau,128.2198944091797
GANGETIC WEST BENGAL,2027,Oct-Dec,Coastal-plateau,157.5927276611328
GUJARAT REGION,2027,Jan-Feb,Desert/marsh,28.30869483947754
GUJARAT REGION,2027,Jun-Sep,Desert/marsh,1121.5406494140625
GUJARAT REGION,2027,Mar-May,Desert/marsh,136.7637481689453
GUJARAT REGION,2027,Oct-Dec,Desert/marsh,94.20258331298828
HARYANA DELHI & CHANDIGARH,2027,Jan-Feb,Plain-land,1.5838866233825684
HARYANA DELHI & CHANDIGARH,2027,Jun-Sep,Plain-land,702.5848388671875
HARYANA DELHI & CHANDIGARH,2027,Mar-May,Plain-land,61.38536834716797
HARYANA DELHI & CHANDIGARH,2027,Oct-Dec,Plain-land,35.100399017333984
HIMACHAL PRADESH,2027,Jan-Feb,Hilly,64.48452758789062
HIMACHAL PRADESH,2027,Jun-Sep,Hilly,860.6669311523438
HIMACHAL PRADESH,2027,Mar-May,Hilly,208.04249572753906
HIMACHAL PRADESH,2027,Oct-Dec,Hilly,95.00496673583984
JAMMU & KASHMIR,2027,Jan-Feb,Hilly,64.04154205322266
JAMMU & KASHMIR,2027,Jun-Sep,Hilly,835.780517578125
JAMMU & KASHMIR,2027,Mar-May,Hilly,207.7704315185547
JAMMU & KASHMIR,2027,Oct-Dec,Hilly,97.5660629272461
JHARKHAND,2027,Jan-Feb,Forest,54.165809631347656
JHARKHAND,2027,Jun-Sep,Forest,858.9141235351562
JHARKHAND,2027,Mar-May,Forest,187.0557861328125
JHARKHAND,2027,Oct-Dec,Forest,101.66294860839844
KERALA,2027,Jan-Feb,Coastal,14.286357879638672
KERALA,2027,Jun-Sep,Coastal,1090.02880859375
KERALA,2027,Mar-May,Coastal,151.5499267578125
KERALA,2027,Oct-Dec,Coastal,189.2149658203125
MADHYA MAHARASHTRA,2027,Jan-Feb,Plain-land,7.125370979309082
MADHYA MAHARASHTRA,2027,Jun-Sep,Plain-land,645.3648681640625
MADHYA MAHARASHTRA,2027,Mar-May,Plain-land,50.51074981689453
MADHYA MAHARASHTRA,2027,Oct-Dec,Plain-land,37.672061920166016
NAGA MANI MIZO TRIPURA,2027,Jan-Feb,Hilly,59.19930648803711
NAGA MANI MIZO TRIPURA,2027,Jun-Sep,Hilly,784.611572265625
NAGA MANI MIZO TRIPURA,2027,Mar-May,Hilly,205.06683349609375
NAGA MANI MIZO TRIPURA,2027,Oct-Dec,Hilly,100.63495635986328
NORTH INTERIOR KARNATAKA,2027,Jan-Feb,Coastal,14.361348152160645
NORTH INTERIOR KARNATAKA,2027,Jun-Sep,Coastal,966.2112426757812
NORTH INTERIOR KARNATAKA,2027,Mar-May,Coastal,156.8165283203125
NORTH INTERIOR KARNATAKA,2027,Oct-Dec,Coastal,171.921875
ORISSA,2027,Jan-Feb,Coastal,14.838515281677246
ORISSA,2027,Jun-Sep,Coastal,933.94921875
ORISSA,2027,Mar-May,Coastal,154.31008911132812
ORISSA,2027,Oct-Dec,Coastal,166.7542724609375
PUNJAB,2027,Jan-Feb,Plain-land,8.105278015136719
PUNJAB,2027,Jun-Sep,Plain-land,608.478271484375
PUNJAB,2027,Mar-May,Plain-land,36.703880310058594
PUNJAB,2027,Oct-Dec,Plain-land,51.13690185546875
SOUTH INTERIOR KARNATAKA,2027,Jan-Feb,Coastal,13.64633846282959
SOUTH INTERIOR KARNATAKA,2027,Jun-Sep,Coastal,885.988037109375
SOUTH INTERIOR KARNATAKA,2027,Mar-May,Coastal,146.7713165283203
SOUTH INTERIOR KARNATAKA,2027,Oct-Dec,Coastal,157.8074493408203
SUB HIMALAYAN WEST BENGAL & SIKKIM,2027,Jan-Feb,Hilly,52.817283630371094
SUB HIMALAYAN WEST BENGAL & SIKKIM,2027,Jun-Sep,Hilly,734.3084716796875
SUB HIMALAYAN WEST BENGAL & SIKKIM,2027,Mar-May,Hilly,184.96768188476562
SUB HIMALAYAN WEST BENGAL & SIKKIM,2027,Oct-Dec,Hilly,117.2623519897461
TAMIL NADU,2027,Jan-Feb,Hilly/coastal,48.11732864379883
TAMIL NADU,2027,Jun-Sep,Hilly/coastal,690.2837524414062
TAMIL NADU,2027,Mar-May,Hilly/coastal,141.36851501464844
TAMIL NADU,2027,Oct-Dec,Hilly/coastal,134.95529174804688
TELANGANA,2027,Jan-Feb,Hilly/plain,40.24264907836914
TELANGANA,2027,Jun-Sep,Hilly/plain,646.8271484375
TELANGANA,2027,Mar-May,Hilly/plain,98.7762451171875
TELANGANA,2027,Oct-Dec,Hilly/plain,119.50153350830078
UTTARAKHAND,2027,Jan-Feb,Hilly,50.37899398803711
UTTARAKHAND,2027,Jun-Sep,Hilly,696.679931640625
UTTARAKHAND,2027,Mar-May,Hilly,169.51339721679688
UTTARAKHAND,2027,Oct-Dec,Hilly,130.94717407226562
WEST MADHYA PRADESH,2027,Jan-Feb,Plain-land,10.999098777770996
WEST MADHYA PRADESH,2027,Jun-Sep,Plain-land,560.56787109375
WEST MADHYA PRADESH,2027,Mar-May,Plain-land,36.19304656982422
WEST MADHYA PRADESH,2027,Oct-Dec,Plain-land,79.9447250366211
WEST RAJASTHAN,2027,Jan-Feb,Desert,15.395758628845215
WEST RAJASTHAN,2027,Jun-Sep,Desert,745.4024658203125
WEST RAJASTHAN,2027,Mar-May,Desert,137.31378173828125
WEST RAJASTHAN,2027,Oct-Dec,Desert,118.78658294677734
WEST UTTAR PRADESH,2027,Jan-Feb,Hilly,49.97602081298828
WEST UTTAR PRADESH,2027,Jun-Sep,Hilly,662.1253662109375
WEST UTTAR PRADESH,2027,Mar-May,Hilly,159.35198974609375
WEST UTTAR PRADESH,2027,Oct-Dec,Hilly,146.5740203857422
ANDAMAN & NICOBAR ISLANDS,2028,Jan-Feb,Island,99.20124053955078
ANDAMAN & NICOBAR ISLANDS,2028,Jun-Sep,Island,1202.0733642578125
ANDAMAN & NICOBAR ISLANDS,2028,Mar-May,Island,434.5357360839844
ANDAMAN & NICOBAR ISLANDS,2028,Oct-Dec,Island,339.5508728027344
ARUNACHAL PRADESH,2028,Jan-Feb,Hilly,110.61852264404297
ARUNACHAL PRADESH,2028,Jun-Sep,Hilly,1368.6806640625
ARUNACHAL PRADESH,2028,Mar-May,Hilly,431.4114990234375
ARUNACHAL PRADESH,2028,Oct-Dec,Hilly,277.5086364746094
ASSAM & MEGHALAYA,2028,Jan-Feb,Hilly,77.37821197509766
ASSAM & MEGHALAYA,2028,Jun-Sep,Hilly,1321.777587890625
ASSAM & MEGHALAYA,2028,Mar-May,Hilly,392.40557861328125
ASSAM & MEGHALAYA,2028,Oct-Dec,Hilly,233.45550537109375
BIHAR,2028,Jan-Feb,Plain-land,14.209208488464355
BIHAR,2028,Jun-Sep,Plain-land,997.049072265625
BIHAR,2028,Mar-May,Plain-land,243.79893493652344
BIHAR,2028,Oct-Dec,Plain-land,183.59259033203125
CHHATTISGARH,2028,Jan-Feb,Hilly,42.196006774902344
CHHATTISGARH,2028,Jun-Sep,Hilly,1227.971435546875
CHHATTISGARH,2028,Mar-May,Hilly,316.1640319824219
CHHATTISGARH,2028,Oct-Dec,Hilly,148.92559814453125
COASTAL ANDHRA PRADESH,2028,Jan-Feb,Coastal,19.170881271362305
COASTAL ANDHRA PRADESH,2028,Jun-Sep,Coastal,1601.1397705078125
COASTAL ANDHRA PRADESH,2028,Mar-May,Coastal,214.37472534179688
COASTAL ANDHRA PRADESH,2028,Oct-Dec,Coastal,263.2842712402344
COASTAL KARNATAKA,2028,Jan-Feb,Coastal,12.142101287841797
COASTAL KARNATAKA,2028,Jun-Sep,Coastal,1555.8328857421875
COASTAL KARNATAKA,2028,Mar-May,Coastal,187.89755249023438
COASTAL KARNATAKA,2028,Oct-Dec,Coastal,242.95867919921875
EAST MADHYA PRADESH,2028,Jan-Feb,Everything,27.65252685546875
EAST MADHYA PRADESH,2028,Jun-Sep,Everything,1226.8565673828125
EAST MADHYA PRADESH,2028,Mar-May,Everything,173.2880859375
EAST MADHYA PRADESH,2028,Oct-Dec,Everything,78.78213500976562
EAST RAJASTHAN,2028,Jan-Feb,Desert,9.127389907836914
EAST RAJASTHAN,2028,Jun-Sep,Desert,1323.15869140625
EAST RAJASTHAN,2028,Mar-May,Desert,138.9522705078125
EAST RAJASTHAN,2028,Oct-Dec,Desert,124.29375457763672
EAST UTTAR PRADESH,2028,Jan-Feb,Rugged,0.21748864650726318
EAST UTTAR PRADESH,2028,Jun-Sep,Rugged,721.8590087890625
EAST UTTAR PRADESH,2028,Mar-May,Rugged,46.66102600097656
EAST UTTAR PRADESH,2028,Oct-Dec,Rugged,26.806406021118164
GANGETIC WEST BENGAL,2028,Jan-Feb,Coastal-plateau,7.66953182220459
GANGETIC WEST BENGAL,2028,Jun-Sep,Coastal-plateau,1303.010009765625
GANGETIC WEST BENGAL,2028,Mar-May,Coastal-plateau,129.87644958496094
GANGETIC WEST BENGAL,2028,Oct-Dec,Coastal-plateau,158.17335510253906
GUJARAT REGION,2028,Jan-Feb,Desert/marsh,28.61876106262207
GUJARAT REGION,2028,Jun-Sep,Desert/marsh,1119.487548828125
GUJARAT REGION,2028,Mar-May,Desert/marsh,138.05531311035156
GUJARAT REGION,2028,Oct-Dec,Desert/marsh,95.57337951660156
HARYANA DELHI & CHANDIGARH,2028,Jan-Feb,Plain-land,1.6181528568267822
HARYANA DELHI & CHANDIGARH,2028,Jun-Sep,Plain-land,702.782470703125
HARYANA DELHI & CHANDIGARH,2028,Mar-May,Plain-land,62.778724670410156
HARYANA DELHI & CHANDIGARH,2028,Oct-Dec,Plain-land,36.70505142211914
HIMACHAL PRADESH,2028,Jan-Feb,Hilly,64.59085845947266
HIMACHAL PRADESH,2028,Jun-Sep,Hilly,860.1898193359375
HIMACHAL PRADESH,2028,Mar-May,Hilly,209.31478881835938
HIMACHAL PRADESH,2028,Oct-Dec,Hilly,95.83080291748047
JAMMU & KASHMIR,2028,Jan-Feb,Hilly,64.1858139038086
JAMMU & KASHMIR,2028,Jun-Sep,Hilly,835.276611328125
JAMMU & KASHMIR,2028,Mar-May,Hilly,208.67886352539062
JAMMU & KASHMIR,2028,Oct-Dec,Hilly,98.59825897216797
JHARKHAND,2028,Jan-Feb,Forest,54.35765838623047
JHARKHAND,2028,Jun-Sep,Forest,858.143310546875
JHARKHAND,2028,Mar-May,Forest,188.1929931640625
JHARKHAND,2028,Oct-Dec,Forest,102.83780670166016
KERALA,2028,Jan-Feb,Coastal,14.885041236877441
