SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY1,TERRAIN,CLIMATE,SEVERITY
TAMIL NADU,2012,636.1,Mar-May,79.9,0,Hilly/coastal,Humid,0
TAMIL NADU,2012,636.1,Jun-Sep,259.5,0,Hilly/coastal,Humid,2
TAMIL NADU,2012,636.1,Oct-Dec,293.6,0,Hilly/coastal,Humid,2
TAMIL NADU,2013,741.9,Jan-Feb,34.8,0,Hilly/coastal,Humid,0
TAMIL NADU,2013,741.9,Mar-May,92.2,0,Hilly/coastal,Humid,0
TAMIL NADU,2013,741.9,Jun-Sep,321.5,0,Hilly/coastal,Humid,3
TAMIL NADU,2013,741.9,Oct-Dec,293.4,0,Hilly/coastal,Humid,2
TAMIL NADU,2014,913,Jan-Feb,13.4,0,Hilly/coastal,Humid,0
TAMIL NADU,2014,913,Mar-May,155.5,0,Hilly/coastal,Humid,1
TAMIL NADU,2014,913,Jun-Sep,315.1,0,Hilly/coastal,Humid,3
TAMIL NADU,2014,913,Oct-Dec,428.9,0,Hilly/coastal,Humid,4
TAMIL NADU,2015,1204.6,Jan-Feb,10.6,0,Hilly/coastal,Humid,0
TAMIL NADU,2015,1204.6,Mar-May,242.8,0,Hilly/coastal,Humid,2
TAMIL NADU,2015,1204.6,Jun-Sep,285.9,0,Hilly/coastal,Humid,2
TAMIL NADU,2015,1204.6,Oct-Dec,665.3,3,Hilly/coastal,Humid,3
TELANGANA,1980,922.6,Jan-Feb,0,0,Hilly/plain,Hot & dry,0
TELANGANA,1980,922.6,Mar-May,29.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1980,922.6,Jun-Sep,869.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1980,922.6,Oct-Dec,23.6,0,Hilly/plain,Hot & dry,0
TELANGANA,1981,1143.5,Jan-Feb,10.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1981,1143.5,Mar-May,77.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1981,1143.5,Jun-Sep,1010,0,Hilly/plain,Hot & dry,1
TELANGANA,1981,1143.5,Oct-Dec,45.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1982,933.2,Jan-Feb,5.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1982,933.2,Mar-May,63.6,0,Hilly/plain,Hot & dry,0
TELANGANA,1982,933.2,Jun-Sep,747.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1982,933.2,Oct-Dec,116.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1983,1497.5,Jan-Feb,4.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1983,1497.5,Mar-May,43.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1983,1497.5,Jun-Sep,1255.4,0,Hilly/plain,Hot & dry,2
TELANGANA,1983,1497.5,Oct-Dec,194,0,Hilly/plain,Hot & dry,0
TELANGANA,1984,742.8,Jan-Feb,15.5,0,Hilly/plain,Hot & dry,0
TELANGANA,1984,742.8,Mar-May,19.7,0,Hilly/plain,Hot & dry,0
TELANGANA,1984,742.8,Jun-Sep,614.4,0,Hilly/plain,Hot & dry,0
TELANGANA,1984,742.8,Oct-Dec,93.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1985,785.9,Jan-Feb,5.7,0,Hilly/plain,Hot & dry,0
TELANGANA,1985,785.9,Mar-May,33.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1985,785.9,Jun-Sep,636.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1985,785.9,Oct-Dec,110.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1986,1007.3,Jan-Feb,89.7,0,Hilly/plain,Hot & dry,0
TELANGANA,1986,1007.3,Mar-May,32.5,0,Hilly/plain,Hot & dry,0
TELANGANA,1986,1007.3,Jun-Sep,822.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1986,1007.3,Oct-Dec,62.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1987,976.9,Jan-Feb,16.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1987,976.9,Mar-May,58.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1987,976.9,Jun-Sep,689.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1987,976.9,Oct-Dec,212.5,0,Hilly/plain,Hot & dry,0
TELANGANA,1988,1544.9,Jan-Feb,6.5,0,Hilly/plain,Hot & dry,0
TELANGANA,1988,1544.9,Mar-May,31.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1988,1544.9,Jun-Sep,1447.2,0,Hilly/plain,Hot & dry,2
TELANGANA,1988,1544.9,Oct-Dec,60.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1989,1161,Jan-Feb,0,0,Hilly/plain,Hot & dry,0
TELANGANA,1989,1161,Mar-May,45.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1989,1161,Jun-Sep,1087.6,1,Hilly/plain,Hot & dry,1
TELANGANA,1989,1161,Oct-Dec,27.4,0,Hilly/plain,Hot & dry,0
TELANGANA,1990,1425.7,Jan-Feb,8.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1990,1425.7,Mar-May,196.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1990,1425.7,Jun-Sep,1028.6,1,Hilly/plain,Hot & dry,1
TELANGANA,1990,1425.7,Oct-Dec,192.7,0,Hilly/plain,Hot & dry,0
TELANGANA,1991,849.1,Jan-Feb,25.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1991,849.1,Mar-May,65,0,Hilly/plain,Hot & dry,0
TELANGANA,1991,849.1,Jun-Sep,686.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1991,849.1,Oct-Dec,72.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1992,863.5,Jan-Feb,4.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1992,863.5,Mar-May,33.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1992,863.5,Jun-Sep,731.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1992,863.5,Oct-Dec,93.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1993,885.6,Jan-Feb,7,0,Hilly/plain,Hot & dry,0
TELANGANA,1993,885.6,Mar-May,55.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1993,885.6,Jun-Sep,709,0,Hilly/plain,Hot & dry,0
TELANGANA,1993,885.6,Oct-Dec,114.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1994,975.7,Jan-Feb,21.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1994,975.7,Mar-May,41.8,0,Hilly/plain,Hot & dry,0
TELANGANA,1994,975.7,Jun-Sep,733.6,0,Hilly/plain,Hot & dry,0
TELANGANA,1994,975.7,Oct-Dec,179.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1995,1286,Jan-Feb,99.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1995,1286,Mar-May,73.6,0,Hilly/plain,Hot & dry,0
TELANGANA,1995,1286,Jun-Sep,767.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1995,1286,Oct-Dec,345.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1996,986.8,Jan-Feb,7.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1996,986.8,Mar-May,49.4,0,Hilly/plain,Hot & dry,0
TELANGANA,1996,986.8,Jun-Sep,836.1,0,Hilly/plain,Hot & dry,0
TELANGANA,1996,986.8,Oct-Dec,93.4,0,Hilly/plain,Hot & dry,0
TELANGANA,1997,856,Jan-Feb,23.5,0,Hilly/plain,Hot & dry,0
TELANGANA,1997,856,Mar-May,84.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1997,856,Jun-Sep,565.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1997,856,Oct-Dec,181.7,0,Hilly/plain,Hot & dry,0
TELANGANA,1998,1093,Jan-Feb,27.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1998,1093,Mar-May,58.5,0,Hilly/plain,Hot & dry,0
TELANGANA,1998,1093,Jun-Sep,913.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1998,1093,Oct-Dec,93.9,0,Hilly/plain,Hot & dry,0
TELANGANA,1999,863.8,Jan-Feb,9.3,0,Hilly/plain,Hot & dry,0
TELANGANA,1999,863.8,Mar-May,81.2,0,Hilly/plain,Hot & dry,0
TELANGANA,1999,863.8,Jun-Sep,715.4,0,Hilly/plain,Hot & dry,0
TELANGANA,1999,863.8,Oct-Dec,58,0,Hilly/plain,Hot & dry,0
TELANGANA,2000,1078,Jan-Feb,17.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2000,1078,Mar-May,66.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2000,1078,Jun-Sep,965.3,0,Hilly/plain,Hot & dry,0
TELANGANA,2000,1078,Oct-Dec,29.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2001,922.3,Jan-Feb,8.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2001,922.3,Mar-May,66.4,0,Hilly/plain,Hot & dry,0
TELANGANA,2001,922.3,Jun-Sep,694.3,0,Hilly/plain,Hot & dry,0
TELANGANA,2001,922.3,Oct-Dec,153.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2002,765.3,Jan-Feb,28.9,0,Hilly/plain,Hot & dry,0
TELANGANA,2002,765.3,Mar-May,47.3,0,Hilly/plain,Hot & dry,0
TELANGANA,2002,765.3,Jun-Sep,609,0,Hilly/plain,Hot & dry,0
TELANGANA,2002,765.3,Oct-Dec,80.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2003,963.2,Jan-Feb,10.7,0,Hilly/plain,Hot & dry,0
TELANGANA,2003,963.2,Mar-May,43.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2003,963.2,Jun-Sep,794.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2003,963.2,Oct-Dec,114.2,0,Hilly/plain,Hot & dry,0
TELANGANA,2004,667,Jan-Feb,52.2,0,Hilly/plain,Hot & dry,0
TELANGANA,2004,667,Mar-May,69.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2004,667,Jun-Sep,509.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2004,667,Oct-Dec,35.9,0,Hilly/plain,Hot & dry,0
TELANGANA,2005,1163.1,Jan-Feb,57.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2005,1163.1,Mar-May,58.2,0,Hilly/plain,Hot & dry,0
TELANGANA,2005,1163.1,Jun-Sep,888.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2005,1163.1,Oct-Dec,158.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2006,1053,Jan-Feb,0,0,Hilly/plain,Hot & dry,0
TELANGANA,2006,1053,Mar-May,127.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2006,1053,Jun-Sep,862.7,0,Hilly/plain,Hot & dry,0
TELANGANA,2006,1053,Oct-Dec,62.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2007,843.3,Jan-Feb,0,0,Hilly/plain,Hot & dry,0
TELANGANA,2007,843.3,Mar-May,9.4,0,Hilly/plain,Hot & dry,0
TELANGANA,2007,843.3,Jun-Sep,780.2,0,Hilly/plain,Hot & dry,0
TELANGANA,2007,843.3,Oct-Dec,53.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2008,1035.3,Jan-Feb,18.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2008,1035.3,Mar-May,129.3,0,Hilly/plain,Hot & dry,0
TELANGANA,2008,1035.3,Jun-Sep,854.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2008,1035.3,Oct-Dec,32.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2009,666.3,Jan-Feb,0,0,Hilly/plain,Hot & dry,0
TELANGANA,2009,666.3,Mar-May,19.8,0,Hilly/plain,Hot & dry,0
TELANGANA,2009,666.3,Jun-Sep,546.2,0,Hilly/plain,Hot & dry,0
TELANGANA,2009,666.3,Oct-Dec,100.3,0,Hilly/plain,Hot & dry,0
TELANGANA,2010,1276.4,Jan-Feb,15.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2010,1276.4,Mar-May,32,0,Hilly/plain,Hot & dry,0
TELANGANA,2010,1276.4,Jun-Sep,1080.4,1,Hilly/plain,Hot & dry,1
TELANGANA,2010,1276.4,Oct-Dec,148.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2011,753.1,Jan-Feb,11.9,0,Hilly/plain,Hot & dry,0
TELANGANA,2011,753.1,Mar-May,37.4,0,Hilly/plain,Hot & dry,0
TELANGANA,2011,753.1,Jun-Sep,685.6,0,Hilly/plain,Hot & dry,0
TELANGANA,2011,753.1,Oct-Dec,18.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2012,1008.6,Jan-Feb,6.7,0,Hilly/plain,Hot & dry,0
TELANGANA,2012,1008.6,Mar-May,22.6,0,Hilly/plain,Hot & dry,0
TELANGANA,2012,1008.6,Jun-Sep,857,0,Hilly/plain,Hot & dry,0
TELANGANA,2012,1008.6,Oct-Dec,122.3,0,Hilly/plain,Hot & dry,0
TELANGANA,2013,1348.7,Jan-Feb,31.4,0,Hilly/plain,Hot & dry,0
TELANGANA,2013,1348.7,Mar-May,33,0,Hilly/plain,Hot & dry,0
TELANGANA,2013,1348.7,Jun-Sep,1059.2,1,Hilly/plain,Hot & dry,1
TELANGANA,2013,1348.7,Oct-Dec,225,0,Hilly/plain,Hot & dry,0
TELANGANA,2014,746.4,Jan-Feb,3.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2014,746.4,Mar-May,141.9,0,Hilly/plain,Hot & dry,0
TELANGANA,2014,746.4,Jun-Sep,560.2,0,Hilly/plain,Hot & dry,0
TELANGANA,2014,746.4,Oct-Dec,41,0,Hilly/plain,Hot & dry,0
TELANGANA,2015,857.3,Jan-Feb,17.5,0,Hilly/plain,Hot & dry,0
TELANGANA,2015,857.3,Mar-May,132,0,Hilly/plain,Hot & dry,0
TELANGANA,2015,857.3,Jun-Sep,690.1,0,Hilly/plain,Hot & dry,0
TELANGANA,2015,857.3,Oct-Dec,17.6,0,Hilly/plain,Hot & dry,0
UTTARAKHAND,1980,1333.5,Jan-Feb,77.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1980,1333.5,Mar-May,97.3,0,Hilly,Hot & humid,0
UTTARAKHAND,1980,1333.5,Jun-Sep,1097.2,0,Hilly,Hot & humid,1
UTTARAKHAND,1980,1333.5,Oct-Dec,61.6,0,Hilly,Hot & humid,0
UTTARAKHAND,1981,1356.1,Jan-Feb,95.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1981,1356.1,Mar-May,182.3,0,Hilly,Hot & humid,0
UTTARAKHAND,1981,1356.1,Jun-Sep,1016.7,1,Hilly,Hot & humid,1
UTTARAKHAND,1981,1356.1,Oct-Dec,61.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1982,1372.1,Jan-Feb,120.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1982,1372.1,Mar-May,298.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1982,1372.1,Jun-Sep,900.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1982,1372.1,Oct-Dec,52.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1983,1525.3,Jan-Feb,126.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1983,1525.3,Mar-May,326.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1983,1525.3,Jun-Sep,1008.3,0,Hilly,Hot & humid,1
UTTARAKHAND,1983,1525.3,Oct-Dec,64.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1984,1339.1,Jan-Feb,148.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1984,1339.1,Mar-May,84,0,Hilly,Hot & humid,0
UTTARAKHAND,1984,1339.1,Jun-Sep,1070.6,0,Hilly,Hot & humid,1
UTTARAKHAND,1984,1339.1,Oct-Dec,35.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1985,1653.7,Jan-Feb,63.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1985,1653.7,Mar-May,118.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1985,1653.7,Jun-Sep,1173.8,0,Hilly,Hot & humid,1
UTTARAKHAND,1985,1653.7,Oct-Dec,297.6,0,Hilly,Hot & humid,0
UTTARAKHAND,1986,1514.5,Jan-Feb,72.2,0,Hilly,Hot & humid,0
UTTARAKHAND,1986,1514.5,Mar-May,305.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1986,1514.5,Jun-Sep,997.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1986,1514.5,Oct-Dec,139.3,0,Hilly,Hot & humid,0
UTTARAKHAND,1987,987.3,Jan-Feb,91.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1987,987.3,Mar-May,227.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1987,987.3,Jun-Sep,631.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1987,987.3,Oct-Dec,37.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1988,1602.4,Jan-Feb,99.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1988,1602.4,Mar-May,208.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1988,1602.4,Jun-Sep,1213.4,2,Hilly,Hot & humid,2
UTTARAKHAND,1988,1602.4,Oct-Dec,81.2,0,Hilly,Hot & humid,0
UTTARAKHAND,1989,1263.8,Jan-Feb,105.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1989,1263.8,Mar-May,68.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1989,1263.8,Jun-Sep,1021.4,0,Hilly,Hot & humid,1
UTTARAKHAND,1989,1263.8,Oct-Dec,67.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1990,1564.9,Jan-Feb,97.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1990,1564.9,Mar-May,193.3,0,Hilly,Hot & humid,0
UTTARAKHAND,1990,1564.9,Jun-Sep,1185.8,0,Hilly,Hot & humid,1
UTTARAKHAND,1990,1564.9,Oct-Dec,87.8,0,Hilly,Hot & humid,0
UTTARAKHAND,1991,1020.7,Jan-Feb,71.2,0,Hilly,Hot & humid,0
UTTARAKHAND,1991,1020.7,Mar-May,124.8,0,Hilly,Hot & humid,0
UTTARAKHAND,1991,1020.7,Jun-Sep,774.6,0,Hilly,Hot & humid,0
UTTARAKHAND,1991,1020.7,Oct-Dec,50.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1992,1108.1,Jan-Feb,103.8,0,Hilly,Hot & humid,0
UTTARAKHAND,1992,1108.1,Mar-May,80.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1992,1108.1,Jun-Sep,909.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1992,1108.1,Oct-Dec,14.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1993,1594.1,Jan-Feb,147.3,0,Hilly,Hot & humid,0
UTTARAKHAND,1993,1594.1,Mar-May,254.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1993,1594.1,Jun-Sep,1183.5,0,Hilly,Hot & humid,1
UTTARAKHAND,1993,1594.1,Oct-Dec,8.8,0,Hilly,Hot & humid,0
UTTARAKHAND,1994,1441.7,Jan-Feb,140.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1994,1441.7,Mar-May,156.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1994,1441.7,Jun-Sep,1115.1,0,Hilly,Hot & humid,1
UTTARAKHAND,1994,1441.7,Oct-Dec,29.3,0,Hilly,Hot & humid,0
UTTARAKHAND,1995,1616.1,Jan-Feb,222.6,0,Hilly,Hot & humid,0
UTTARAKHAND,1995,1616.1,Mar-May,155.8,0,Hilly,Hot & humid,0
UTTARAKHAND,1995,1616.1,Jun-Sep,1210.2,2,Hilly,Hot & humid,2
UTTARAKHAND,1995,1616.1,Oct-Dec,27.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1996,1401.4,Jan-Feb,139.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1996,1401.4,Mar-May,113.8,0,Hilly,Hot & humid,0
UTTARAKHAND,1996,1401.4,Jun-Sep,1116.4,0,Hilly,Hot & humid,1
UTTARAKHAND,1996,1401.4,Oct-Dec,31.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1997,803.4,Jan-Feb,57,0,Hilly,Hot & humid,0
UTTARAKHAND,1997,803.4,Mar-May,177.9,0,Hilly,Hot & humid,0
UTTARAKHAND,1997,803.4,Jun-Sep,529.5,0,Hilly,Hot & humid,0
UTTARAKHAND,1997,803.4,Oct-Dec,39.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1998,1198.6,Jan-Feb,78,0,Hilly,Hot & humid,0
UTTARAKHAND,1998,1198.6,Mar-May,257.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1998,1198.6,Jun-Sep,786.2,0,Hilly,Hot & humid,0
UTTARAKHAND,1998,1198.6,Oct-Dec,76.7,0,Hilly,Hot & humid,0
UTTARAKHAND,1999,1185.5,Jan-Feb,44.4,0,Hilly,Hot & humid,0
UTTARAKHAND,1999,1185.5,Mar-May,53.1,0,Hilly,Hot & humid,0
UTTARAKHAND,1999,1185.5,Jun-Sep,1051.2,0,Hilly,Hot & humid,1
UTTARAKHAND,1999,1185.5,Oct-Dec,36.8,0,Hilly,Hot & humid,0
UTTARAKHAND,2000,1712.9,Jan-Feb,99.3,0,Hilly,Hot & humid,0
UTTARAKHAND,2000,1712.9,Mar-May,139.4,0,Hilly,Hot & humid,0
UTTARAKHAND,2000,1712.9,Jun-Sep,1465.4,0,Hilly,Hot & humid,2
UTTARAKHAND,2000,1712.9,Oct-Dec,8.8,0,Hilly,Hot & humid,0
UTTARAKHAND,2001,1544.4,Jan-Feb,50.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2001,1544.4,Mar-May,240.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2001,1544.4,Jun-Sep,1230.3,1,Hilly,Hot & humid,1
UTTARAKHAND,2001,1544.4,Oct-Dec,22.9,0,Hilly,Hot & humid,0
UTTARAKHAND,2002,1574.7,Jan-Feb,177,0,Hilly,Hot & humid,0
UTTARAKHAND,2002,1574.7,Mar-May,258.5,0,Hilly,Hot & humid,0
UTTARAKHAND,2002,1574.7,Jun-Sep,1112.1,1,Hilly,Hot & humid,1
UTTARAKHAND,2002,1574.7,Oct-Dec,27.1,0,Hilly,Hot & humid,0
UTTARAKHAND,2003,1734.3,Jan-Feb,166.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2003,1734.3,Mar-May,220.9,0,Hilly,Hot & humid,0
UTTARAKHAND,2003,1734.3,Jun-Sep,1316.6,3,Hilly,Hot & humid,3
UTTARAKHAND,2003,1734.3,Oct-Dec,30.2,0,Hilly,Hot & humid,0
UTTARAKHAND,2004,1219.6,Jan-Feb,70.2,0,Hilly,Hot & humid,0
UTTARAKHAND,2004,1219.6,Mar-May,117.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2004,1219.6,Jun-Sep,954.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2004,1219.6,Oct-Dec,77.1,0,Hilly,Hot & humid,0
UTTARAKHAND,2005,1348.2,Jan-Feb,147.3,0,Hilly,Hot & humid,0
UTTARAKHAND,2005,1348.2,Mar-May,119.1,0,Hilly,Hot & humid,0
UTTARAKHAND,2005,1348.2,Jun-Sep,1061.3,1,Hilly,Hot & humid,1
UTTARAKHAND,2005,1348.2,Oct-Dec,20.5,0,Hilly,Hot & humid,0
UTTARAKHAND,2006,1178.9,Jan-Feb,58.3,0,Hilly,Hot & humid,0
UTTARAKHAND,2006,1178.9,Mar-May,244.4,0,Hilly,Hot & humid,0
UTTARAKHAND,2006,1178.9,Jun-Sep,823.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2006,1178.9,Oct-Dec,52.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2007,1924.3,Jan-Feb,140.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2007,1924.3,Mar-May,243,0,Hilly,Hot & humid,0
UTTARAKHAND,2007,1924.3,Jun-Sep,1491.2,4,Hilly,Hot & humid,4
UTTARAKHAND,2007,1924.3,Oct-Dec,49.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2008,1363.7,Jan-Feb,67.3,0,Hilly,Hot & humid,0
UTTARAKHAND,2008,1363.7,Mar-May,178.4,0,Hilly,Hot & humid,0
UTTARAKHAND,2008,1363.7,Jun-Sep,1082.3,1,Hilly,Hot & humid,1
UTTARAKHAND,2008,1363.7,Oct-Dec,35.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2009,847.8,Jan-Feb,29.4,0,Hilly,Hot & humid,0
UTTARAKHAND,2009,847.8,Mar-May,114.8,0,Hilly,Hot & humid,0
UTTARAKHAND,2009,847.8,Jun-Sep,608.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2009,847.8,Oct-Dec,94.9,0,Hilly,Hot & humid,0
UTTARAKHAND,2010,1424,Jan-Feb,73.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2010,1424,Mar-May,64.5,0,Hilly,Hot & humid,0
UTTARAKHAND,2010,1424,Jun-Sep,1253.9,2,Hilly,Hot & humid,2
UTTARAKHAND,2010,1424,Oct-Dec,32,0,Hilly,Hot & humid,0
UTTARAKHAND,2011,1564.7,Jan-Feb,96.1,0,Hilly,Hot & humid,0
UTTARAKHAND,2011,1564.7,Mar-May,133.1,0,Hilly,Hot & humid,0
UTTARAKHAND,2011,1564.7,Jun-Sep,1328.5,3,Hilly,Hot & humid,3
UTTARAKHAND,2011,1564.7,Oct-Dec,6.9,0,Hilly,Hot & humid,0
UTTARAKHAND,2012,1223.9,Jan-Feb,50.8,0,Hilly,Hot & humid,0
UTTARAKHAND,2012,1223.9,Mar-May,76.4,0,Hilly,Hot & humid,0
UTTARAKHAND,2012,1223.9,Jun-Sep,1073.1,1,Hilly,Hot & humid,1
UTTARAKHAND,2012,1223.9,Oct-Dec,23.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2013,1735.4,Jan-Feb,261.3,0,Hilly,Hot & humid,0
UTTARAKHAND,2013,1735.4,Mar-May,65,0,Hilly,Hot & humid,0
UTTARAKHAND,2013,1735.4,Jun-Sep,1373,5,Hilly,Hot & humid,5
UTTARAKHAND,2013,1735.4,Oct-Dec,36.2,0,Hilly,Hot & humid,0
UTTARAKHAND,2014,1287.4,Jan-Feb,145.8,0,Hilly,Hot & humid,0
UTTARAKHAND,2014,1287.4,Mar-May,158.8,0,Hilly,Hot & humid,0
UTTARAKHAND,2014,1287.4,Jun-Sep,897.7,0,Hilly,Hot & humid,0
UTTARAKHAND,2014,1287.4,Oct-Dec,85.1,0,Hilly,Hot & humid,0
UTTARAKHAND,2015,1247.6,Jan-Feb,117,0,Hilly,Hot & humid,0
UTTARAKHAND,2015,1247.6,Mar-May,222.6,0,Hilly,Hot & humid,0
UTTARAKHAND,2015,1247.6,Jun-Sep,881.5,0,Hilly,Hot & humid,0
UTTARAKHAND,2015,1247.6,Oct-Dec,26.4,0,Hilly,Hot & humid,0
WEST MADHYA PRADESH,1981,890.2,Jan-Feb,4.7,0,Plain-land,Subtropical,0
WEST MADHYA PRADESH,1981,890.2,Mar-May,20.9,0,Plain-land,Subtropical,0
WEST MADHYA PRADESH,1981,890.2,Jun-Sep,806.3,0,Plain-land,Subtropical,2
WEST MADHYA PRADESH,1981,890.2,Oct-Dec,58.2,0,Plain-land,Subtropical,0
WEST MADHYA PRADESH,1982,934.1,Jan-Feb,49.6,0,Plain-land,Subtropical,0
WEST MADHYA PRADESH,1982,934.1,Mar-May,14.1,0,Plain-land,Subtropical,0
WEST MADHYA PRADESH,1982,934.1,Jun-Sep,784.7,0,Plain-land,Subtropical,2
